fighter,odds,ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,match_weightclass_rank,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout,bout_id,opponent,corner,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
Ryan Bader,115,115.0,2015-10-03,"Houston, Texas, USA", USA,1,False,Light Heavyweight,MALE,3,0,4,0,26.625,0.393125,2.5,0.295,5,4,38,1,0,1,7,3,1,0,12,Orthodox,187.96,187.96,205,32,0,-2,0,2,0,13,3,3,-1,-5.08,2.54,-4,1.76388889,-0.3125,0.277777778,0,1,4.0,,,,,,4.0,,,,,,,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,27a89c3401c1576e64bb2e2351b0566f,Rashad Evans,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Shawn Jordan,165,165.0,2015-10-03,"Houston, Texas, USA", USA,0,False,Heavyweight,MALE,3,0,3,0,23.88888889,0.483333333,0.888888889,0.277777778,3,3,16,0,0,0,0,6,0,0,6,Southpaw,182.88,190.5,260,30,0,-1,-1,-4,3,-10,0,-6,0,7.62,7.62,2,31.11111111,0.0,-0.388888889,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,d77d973e7bbf0162217aab04500e07cd,Ruslan Magomedov,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Joseph Benavidez,-340,29.41176471,2015-10-03,"Houston, Texas, USA", USA,1,False,Flyweight,MALE,3,0,3,0,43.63636364,0.363636364,1.272727273,0.255454545,3,2,27,2,0,0,5,3,1,0,9,Southpaw,162.56,165.1,125,31,-1,-3,0,-6,1,-13,-1,-2,-1,0.0,0.0,1,-2.13636364,0.136363636,1.727272727,0,1,1.0,,,,,,,,,,,,1.0,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,de3255d6d22aa0cecb2962eb3c6bdc30,Ali Bagautinov,Red,,United States,Team Alpha Male,California,Sacramento,boxing,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Jessica Eye,220,220.0,2015-10-03,"Houston, Texas, USA", USA,0,False,Women's Bantamweight,FEMALE,3,1,0,0,62.0,0.3875,0.0,0.0,1,3,11,0,0,0,0,0,0,1,1,Orthodox,167.64,167.64,125,29,1,2,1,1,3,-9,1,1,0,0.0,7.62,3,-27.0,0.0,1.5,0,1,6.0,,,,6.0,,,,,,,,,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,df0b723f1a180d9b08fab9f2d789b301,Julianna Pena,Red,,United States,,,,boxing,1,0,1,1,0,0,1,0,0,0,0,0,0,3,0
Yair Rodriguez,-270,37.03703704,2015-10-03,"Houston, Texas, USA", USA,1,False,Featherweight,MALE,3,0,2,0,45.0,0.48,1.5,0.665,2,0,6,1,0,1,1,0,0,0,2,Orthodox,180.34,180.34,145,22,0,-1,-1,0,-1,0,-1,2,0,2.54,10.16,-3,-1.0,-3.5,-1.5,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,0a67a02f39368cc0108ea0e5db29e95e,Dan Hooker,Red,,Mexico,,,,taekwondo,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Alan Jouban,220,220.0,2015-10-03,"Houston, Texas, USA", USA,0,False,Welterweight,MALE,3,0,2,0,41.75,0.5125,0.25,0.25,2,1,8,0,0,0,1,2,0,0,3,Southpaw,182.88,185.42,170,33,0,1,1,0,0,0,0,0,0,-2.54,0.0,10,-9.5,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:55,175.0,,,,,,,,,,,,,e024347378377e0b8d35976325dd95c3,Albert Tumenov,Red,,United States,,,,muay thai,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
Adriano Martins,110,110.0,2015-10-03,"Houston, Texas, USA", USA,1,False,Lightweight,MALE,3,0,2,0,12.5,0.46,1.0,0.4375,2,1,7,0,0,1,0,1,1,0,3,Southpaw,177.8,182.88,155,32,0,-1,-1,-2,1,-5,0,-1,0,0.0,-5.08,9,19.5,0.75,2.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:46,106.0,,,,,,,,,,,,,9369f8bf052b349657ccacbca31f62cf,Islam Makhachev,Red,,,,,,jiu jitsu,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Rose Namajunas,-265,37.73584906,2015-10-03,"Houston, Texas, USA", USA,1,False,Women's Strawweight,FEMALE,3,1,0,0,28.0,0.38,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,23,0,0,1,1,0,3,-1,0,0,-5.08,-2.54,-7,39.0,0.0,-1.0,0,1,4.0,,,4.0,,,,,,,,,,,1,SUB,Rear Naked Choke,1.0,2:47,167.0,,,,,,,,,,,,,3770c2564b2f922a97b46c360652a71d,Angela Hill,Red,,United States,,,,taekwondo,0,0,0,1,1,0,1,1,0,1,0,0,0,3,0
Francisco Trevino,375,375.0,2015-10-03,"Houston, Texas, USA", USA,0,False,Lightweight,MALE,3,1,0,0,40.5,0.425,1.0,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,33,1,0,-1,-1,1,-6,0,0,0,7.62,2.54,14,-40.5,0.0,-1.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:57,57.0,,,,,,,,,,,,,cba5e4a933e5b52251616cd1accd02d9,Sage Northcutt,Red,,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Chris Cariaso,170,170.0,2015-10-03,"Houston, Texas, USA", USA,0,False,Flyweight,MALE,3,2,0,0,46.16666667,0.418333333,0.833333333,0.325833333,3,5,34,1,0,2,4,1,0,0,7,Southpaw,160.02,160.02,125,34,1,0,-1,-4,3,-20,-1,-1,0,7.62,15.24,12,14.03333333,0.5,-0.033333333,0,1,10.0,,,,,,,,,,,,10.0,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,b2a559b792d8ad87716044cb7d156044,Sergio Pettis,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Derrick Lewis,150,150.0,2015-10-03,"Houston, Texas, USA", USA,1,False,Heavyweight,MALE,3,1,0,0,17.6,0.616,0.4,0.3,2,2,7,0,0,0,0,3,0,0,3,Orthodox,190.5,200.66,260,30,1,1,-1,-2,1,-1,0,-3,0,0.0,-5.08,5,12.9,0.0,2.1,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,1:15,675.0,,,,,,,,,,,,,b65fccffff6f099dcb9647e8077fb787,Viktor Pesta,Red,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Josh Barnett,-345,28.98550725,2015-09-26,"Saitama, Japan", Japan,1,False,Heavyweight,MALE,5,1,0,0,22.57142857,0.64,0.571428571,0.428571429,4,2,11,1,0,0,0,4,1,0,5,Orthodox,190.5,198.12,250,37,-1,0,-1,2,-5,18,0,3,-1,-7.62,-15.24,-2,-3.64285714,-0.5,-0.285714285,0,1,8.0,,,,,8.0,,,,,,,,,1,U-DEC,,5.0,5:00,1500.0,0.0,146.0,205.0,0.71,215.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,5a43d5538608c62c9dd142af8a0d08e1,Roy Nelson,Red,,,,,,jiu jitsu,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Gegard Mousasi,-400,25.0,2015-09-26,"Saitama, Japan", Japan,0,False,Middleweight,MALE,3,0,2,0,36.66666667,0.461666667,0.666666667,0.166666667,2,2,16,0,0,0,2,1,1,0,4,Orthodox,187.96,193.04,185,30,0,-1,1,0,-1,-1,1,2,-1,-5.08,7.62,-1,-4.0952381,-0.19047619,0.333333333,0,1,6.0,,,,,,,6.0,,,,,,,1,KO/TKO,Spinning Back Kick,2.0,0:25,325.0,0.0,17.0,24.0,0.7,35.0,49.0,1.0,1.0,1.0,1.0,7.0,0.0,ebcebdf64f8c4cd6fa855a9eeea1543a,Uriah Hall,Red,,,,,,boxing,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1
Kyoji Horiguchi,-420,23.80952381,2015-09-26,"Saitama, Japan", Japan,1,False,Flyweight,MALE,3,1,0,0,40.2,0.5,1.0,0.406,4,1,14,1,0,0,2,2,0,0,4,Orthodox,165.1,167.64,125,24,0,0,-3,-1,-3,7,-1,-2,0,2.54,0.0,-6,-6.05714286,0.428571429,-0.142857143,0,1,7.0,,,,,,,,,,,,7.0,,1,U-DEC,,3.0,5:00,900.0,0.0,78.0,224.0,0.34,80.0,226.0,0.0,5.0,0.0,0.0,0.0,0.0,9ca51b3965bbc8f4b2530e7b31ad6cea,Chico Camus,Red,,,Krazy Bee,Japan,Tokyo,karate,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Takeya Mizugaki,-240,41.66666667,2015-09-26,"Saitama, Japan", Japan,1,False,Bantamweight,MALE,3,2,0,0,47.81818182,0.37,1.454545455,0.388181818,5,4,30,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135,31,1,0,-3,-2,-3,-2,0,1,0,15.24,10.16,-2,-12.48484849,-0.007575758,-0.787878788,0,1,8.0,,,,,,,,,,,8.0,,,1,U-DEC,,3.0,5:00,900.0,0.0,70.0,160.0,0.43,88.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,c78bec69b3e9cdb1e30bc7a046a65535,George Roop,Red,,,,,,mixed,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Katsunori Kikuno,210,210.0,2015-09-26,"Saitama, Japan", Japan,0,False,Featherweight,MALE,3,1,0,0,19.5,0.4075,1.0,0.4375,1,2,7,0,0,0,1,0,1,0,2,Orthodox,172.72,167.64,145,33,1,1,2,3,-1,7,1,1,1,-2.54,5.08,5,0.875,0.125,0.875,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:28,28.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84ba45f3424cbd38a16067af2dc2ef81,Diego Brandao,Red,,,,,,karate,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Keita Nakamura,255,255.0,2015-09-26,"Saitama, Japan", Japan,1,False,Welterweight,MALE,3,3,0,0,35.0,0.336666667,2.0,0.666666667,0,3,9,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,170,31,3,1,1,2,2,-2,0,1,0,2.54,-5.08,4,4.0,-0.333333333,-0.666666667,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,a7984206ae939ae65a59f93a433b7713,Li Jingliang,Red,,,,,,mixed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Nick Hein,-365,27.39726027,2015-09-26,"Saitama, Japan", Japan,1,False,Lightweight,MALE,3,0,1,0,43.0,0.393333333,1.0,0.22,1,1,9,0,0,0,2,0,0,0,2,Southpaw,167.64,167.64,155,31,0,-1,-1,-2,1,-9,0,0,0,2.54,2.54,6,-43.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,46.0,112.0,0.41,50.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,5ca787ad591d5d813c55c129a3fc8d43,Yusuke Kasuya,Red,,,Tiger Muay Thai,Thailand,Phuket,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Naoyuki Kotani,260,260.0,2015-09-26,"Saitama, Japan", Japan,0,False,Lightweight,MALE,3,4,0,0,8.5,0.2775,0.5,0.375,0,4,9,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,33,4,1,1,1,3,-3,0,0,0,7.62,22.86,2,16.0,-0.25,3.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,21.0,55.0,0.38,61.0,95.0,1.0,8.0,0.12,0.0,1.0,0.0,3905fb16abea00179bd17bd81511e7a1,Kajan Johnson,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shinsho Anzai,-115,86.95652174,2015-09-26,"Saitama, Japan", Japan,1,False,Welterweight,MALE,3,1,0,0,31.0,0.67,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,170,29,1,0,0,0,1,-1,0,0,0,10.16,10.16,0,-31.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,,3.0,0:47,647.0,0.0,23.0,36.0,0.63,49.0,68.0,2.0,11.0,0.18,0.0,2.0,0.0,38a05268b31257101285369174d82075,Roger Zapata,Red,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Demetrious Johnson,-560,17.85714286,2015-09-05,"Las Vegas, Nevada, USA", USA,1,True,Flyweight,MALE,5,0,8,0,65.25,0.528333333,4.583333333,0.460833333,8,2,45,8,0,1,5,1,3,0,10,Orthodox,160.02,167.64,125,29,0,-5,-5,-4,1,-28,-6,3,-3,0.0,0.0,-1,-27.67857143,-0.5,-3.726190476,0,1,0.0,,,,,,,,,,,,0.0,3.0,1,U-DEC,,5.0,5:00,1500.0,,,,,,,,,,,,,f24b0fee1fe0e608bb8ddc128aea9a78,John Dodson,Red,,,AMC Pankration,Washington,Kirkland,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Andrei Arlovski,-155,64.51612903,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Heavyweight,MALE,3,0,6,0,21.58823529,0.443529412,0.117647059,0.117647059,6,4,31,5,0,1,1,9,2,0,13,Orthodox,190.5,195.58,240,36,0,-4,-2,3,-5,8,0,-4,6,0.0,5.08,0,-9.02823529,0.545882353,0.682352941,0,1,4.0,,,,,4.0,,,,,,,,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,a85d1a6c30ce5590c91128fa0a7825b4,Frank Mir,Red,,Belarus,,,,sambo,0,0,0,1,0,1,1,0,0,0,1,1,0,1,2
Anthony Johnson,-750,13.33333333,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Light Heavyweight,MALE,3,1,0,0,21.26666667,0.478666667,1.066666667,0.258666667,3,5,27,1,0,0,2,8,0,0,10,Orthodox,187.96,198.12,205,31,1,1,0,-6,4,-17,-1,-5,0,-2.54,2.54,-4,13.73333333,-0.133333333,-0.466666667,0,1,1.0,,,,,,1.0,,,,,,,,1,KO/TKO,Punch,2.0,0:28,328.0,,,,,,,,,,,,,ffa737a68c5933c1fe82a3d866020d5c,Jimi Manuwa,Red,,,,,,wrestling,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1
Jan Blachowicz,-105,95.23809524,2015-09-05,"Las Vegas, Nevada, USA", USA,0,False,Light Heavyweight,MALE,3,1,0,0,28.5,0.53,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,32,0,0,1,1,0,3,1,0,0,2.54,2.54,7,31.5,0.0,3.0,0,1,12.0,,,,,,12.0,,,,,,,,1,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,8f10cdc6092031460a2b5477d818b982,Corey Anderson,Red,,Poland,,,,judo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2
Paige VanZant,-1500,6.666666667,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Women's Strawweight,FEMALE,3,0,2,0,64.0,0.64,2.5,0.45,2,0,6,0,0,0,1,1,0,0,2,Orthodox,162.56,165.1,115,21,0,-1,-1,-1,-1,-2,0,-1,1,-2.54,-5.08,-15,-36.0,-0.5,-1.0,0,1,7.0,,,7.0,,,,,,,,,,,1,SUB,Armbar,3.0,1:01,661.0,,,,,,,,,,,,,d632b0a34cfc255e399738f0a5fca28c,Alex Chambers,Red,,,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ross Pearson,350,350.0,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,1,0,0,40.0625,0.4275,0.625,0.3125,3,7,39,1,0,0,4,4,0,1,9,Orthodox,172.72,175.26,155,30,0,0,-1,-7,6,-31,-1,-4,0,7.62,2.54,-1,3.60416667,0.0,-0.291666667,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,8f6bc475d2c29f14c1ceb0a19950722d,Paul Felder,Red,,,Alliance MMA,California,San Diego,taekwondo,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1
Francisco Rivera,130,130.0,2015-09-05,"Las Vegas, Nevada, USA", USA,0,False,Bantamweight,MALE,3,0,1,0,35.125,0.44625,0.625,0.21875,2,4,17,0,0,0,1,3,0,0,4,Orthodox,172.72,172.72,135,33,0,1,2,2,2,2,0,1,0,-12.7,-2.54,8,22.375,0.125,-0.125,0,1,12.0,,,,,,,,,,,12.0,,,1,SUB,Guillotine Choke,1.0,2:08,128.0,,,,,,,,,,,,,d491b526a66891333966005ae81546da,John Lineker,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jessica Andrade,-170,58.82352941,2015-09-05,"Las Vegas, Nevada, USA", USA,0,False,Women's Bantamweight,FEMALE,3,0,1,0,59.5,0.566666667,1.5,0.603333333,3,2,13,0,0,1,2,0,1,0,4,Orthodox,154.94,157.48,115,23,-1,-1,-2,-2,0,-3,0,0,0,15.24,12.7,-3,-7.75,0.5,-0.5,0,1,13.0,,,,13.0,,,,,,,,,,1,SUB,Rear Naked Choke,2.0,4:58,598.0,,,,,,,,,,,,,18641add642513586dce2b192a376bd9,Raquel Pennington,Red,,Brazil,,,,judo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Clay Collard,-145,68.96551724,2015-09-05,"Las Vegas, Nevada, USA", USA,0,False,Featherweight,MALE,3,1,0,0,54.66666667,0.283333333,3.333333333,0.413333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145,22,0,0,0,0,1,-5,0,0,0,-5.08,-7.62,-6,-20.16666667,-0.666666667,-3.333333333,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,9f716c9524e44fc046917ac54f88e8a2,Tiago Trator,Red,,,,,,wrestling,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Joe Riggs,195,195.0,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Middleweight,MALE,3,3,0,0,13.0,0.455,1.1,0.603,1,6,16,0,0,0,1,1,1,1,4,Southpaw,182.88,177.8,185,32,3,1,0,-3,5,-12,0,-2,-1,5.08,12.7,0,17.0,-0.2,-1.1,0,1,,,,,,,,,,,,,,,neither,DQ,,2.0,2:28,448.0,,,,,,,,,,,,,8e1f82b8fc7a2e327c5a944423474526,Ron Stallings,Red,,,,,,boxing,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Joaquim Silva,105,105.0,2015-09-05,"Las Vegas, Nevada, USA", USA,1,False,Lightweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,26,0,0,0,0,0,0,0,0,0,0.0,2.54,-3,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,a66687237da7a7bcf37c2ccec1d5fb7d,Nazareno Malegarie,Red,,Brazil,,,,mixed,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0
Max Holloway,-255,39.21568627,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,1,False,Featherweight,MALE,5,0,6,0,65.91666667,0.403333333,0.083333333,0.083333333,6,3,30,0,0,1,2,4,2,0,9,Orthodox,180.34,175.26,155,23,0,-2,-2,-1,-2,-4,0,-4,5,-2.54,12.7,-2,-40.53205129,1.044871795,1.070512821,0,1,5.0,,,,,,,,,,5.0,,,,1,KO/TKO,,1.0,1:39,99.0,0.0,14.0,29.0,0.48,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,a543abd644fc0af08096fa35fdb362ef,Charles Oliveira,Red,,United States,,,,kickboxing,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0
Neil Magny,170,170.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,1,False,Welterweight,MALE,3,1,0,0,41.45454545,0.422727273,2.090909091,0.480909091,7,3,28,0,0,0,4,3,1,0,8,Orthodox,190.5,203.2,170,28,1,2,-5,-2,-1,-13,0,-1,3,-7.62,-15.24,-3,-28.65454545,0.709090909,-1.790909091,0,1,15.0,,,,,,,,15.0,,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,68.0,131.0,0.51,132.0,204.0,4.0,9.0,0.44,0.0,3.0,0.0,e7df02ba0d5ce32c96437dbdd94b4eeb,Erick Silva,Red,,United States,Elevation Fight Team ,Colorado,Denver,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Patrick Cote,150,150.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,1,False,Welterweight,MALE,3,0,1,0,27.64705882,0.437647059,0.588235294,0.156470588,4,9,42,2,0,1,4,2,0,0,8,Orthodox,180.34,180.34,170,35,-5,-1,-2,-3,2,-12,-2,-1,1,-2.54,2.54,0,0.51960785,0.156862745,1.578431373,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,1:26,686.0,1.0,60.0,93.0,0.64,106.0,140.0,0.0,4.0,0.0,0.0,1.0,0.0,15f1e386e10c7e2330b2fbcfe9bd48d2,Joshua Burkman,Red,,,,,,muay thai,1,1,1,1,0,0,0,0,0,1,0,0,0,3,1
Chad Laprise,-460,21.73913043,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,0,False,Lightweight,MALE,3,0,3,0,63.33333333,0.433333333,1.333333333,0.19,3,0,9,1,0,1,2,0,0,0,3,Orthodox,177.8,180.34,170,29,0,0,0,4,-3,15,-1,1,2,-2.54,-2.54,-7,-31.93333333,0.5,-0.533333333,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:43,163.0,0.0,8.0,17.0,0.47,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,33d41de5cc0aed4dbe4b75dbb6461b9f,Francisco Trinaldo,Red,,,Tristar Gym,Quebec,Montreal,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Olivier Aubin-Mercier,-200,50.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,1,False,Lightweight,MALE,3,0,2,0,41.66666667,0.526666667,2.333333333,0.273333333,2,1,8,1,0,0,0,0,2,0,2,Southpaw,175.26,177.8,155,26,0,-1,-1,-1,1,-7,-1,1,-2,5.08,0.0,-3,-31.66666667,-0.666666667,-2.333333333,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,3.0,8.0,0.37,76.0,95.0,6.0,10.0,0.6,0.0,4.0,0.0,b345650151c171298bd92ed101ef1873,Tony Sims,Red,,,Tristar Gym,Quebec,Montreal,judo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Maryna Moroz,-265,37.73584906,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,0,False,Women's Strawweight,FEMALE,3,0,1,0,12.0,0.37,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,170.18,125,23,0,1,1,1,0,5,0,0,-1,0.0,2.54,-9,59.0,0.0,1.0,0,1,8.0,,,8.0,,,,,,,,,,,1,U-DEC,,3.0,5:00,900.0,0.0,55.0,161.0,0.34,79.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,86210c8555b82bf32d0ab0a87f7349d4,Valerie Letourneau,Red,,Ukraine,,,,boxing,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sam Stout,135,135.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,0,False,Lightweight,MALE,3,2,0,0,52.26315789,0.290526316,0.526315789,0.201578947,2,10,50,0,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,31,1,0,-2,-9,9,-47,0,-1,0,5.08,7.62,5,-36.26315789,0.894736842,0.473684211,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:54,54.0,0.0,2.0,16.0,0.12,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2d1a5d892d4e5bc46fdc3c729560abad,Frankie Perez,Red,,,,,,kickboxing,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
Yves Jabouin,220,220.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,0,False,Bantamweight,MALE,3,1,0,0,32.77777778,0.432222222,1.222222222,0.364444444,3,4,20,0,0,3,2,0,0,0,5,Orthodox,170.18,172.72,135,36,0,0,-2,-2,0,-1,0,1,0,2.54,12.7,9,2.93650793,0.428571429,0.063492064,0,1,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,4:21,261.0,0.0,5.0,10.0,0.5,18.0,26.0,2.0,2.0,1.0,0.0,2.0,0.0,30f4dc3fd85e4c1bcbd4987f88e3266f,Felipe Arantes,Red,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marcos Rogerio de Lima,-150,66.66666667,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,0,False,Light Heavyweight,MALE,3,0,2,0,12.5,0.775,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,185.42,190.5,253,30,0,0,0,1,-2,5,0,0,1,5.08,5.08,7,9.9,0.6,0.0,0,1,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:29,149.0,0.0,5.0,10.0,0.5,5.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,b804ff696ea7692904429ad831a77d70,Nikita Krylov,Red,,,American Top Team,Florida,Coconut Creek,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Kelades,140,140.0,2015-08-23,"Saskatoon, Saskatchewan, Canada", Canada,1,False,Flyweight,MALE,3,1,0,0,27.0,0.455,1.0,0.2,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,125,34,0,0,1,1,0,2,0,1,0,0.0,2.54,4,7.33333333,-0.166666667,0.666666667,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,50.0,109.0,0.45,90.0,165.0,1.0,9.0,0.11,0.0,1.0,0.0,5bd1417cb269ac70e8c1616b515c8182,Chris Beal,Red,,,,,,mixed,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
